aback,wstecz
sacrament,sakrament
sacred,poświęcony
sacrifice,poświęcać się
sac,worek
saddle,siodło
sadist,sadysta
sad,smutny
safari,safari
safe,bezpieczny
saffron,szafran
saga,saga
sage,szałwia
sag,zwis
sail,żagiel
saint,święty
sake,wzgląd
salad,sałatka
salami,salami
salary,wynagrodzenie
sale,sprzedaż
salient,istotny
saline,solankowy
saliva,ślina
salmonella,salmonella
salmon,łosoś
salon,salon
saloon,salon
salt,sól
salute,salut
salvage,odzysk
salvation,zbawienie
samaritan,samarytanin
same,podobnie
sample,próba
sampler,próbnik
sanctify,uświęcać
sanction,sankcja
sanctity,świętość
sanctuary,sanktuarium
sandal,sandał
sand,piasek
sandwich,kanapka
sane,rozsądny
sanguine,optymistyczny
sanitary,sanitarny
sanitation,urządzenia sanitarne
sans,sans
sapling,drzewko
sapphire,szafir
sap,sok roślinny
sarcasm,sarkazm
sarcastic,sarkastyczny
sardine,sardynka
sardonic,sardoniczny
sash,szarfa
satan,szatan
satellite,satelita
satin,satyna
satire,satyra
satisfaction,zadowolenie
satisfactory,zadowalający
satisfy,usatysfakcjonować
saturate,nasycić
saturday,sobota
saucer,spodek
sauce,sos
sauna,sauna
saunter,spacerować
sausage,kiełbasa
savage,brutalny
savannah,Savannah
save,zapisać
saviour,zbawiciel
savour,smak
savoury,cząber
savvy,rozumieć
sawn,przepiłowany
saxophone,saksofon
say,mówić
scab,parch
scaffold,szafot
scald,oparzenie
scale,skala
scallop,przegrzebek
scalpel,skalpel
scalp,oskalpować
scam,oszustwo
scamper,mknąć
scandal,skandal
scandinavia,skandynawia
scan,skanowanie
scant,skąpy
scapegoat,kozioł ofiarny
scar,blizna
scarce,deficytowy
scare,przestraszyć
scarf,szalik
scarlet,szkarłat
scathing,zjadliwy
scatter,rozpraszać
scavenge,przedmuch
scenario,scenariusz
scene,scena
scent,zapach
sceptic,sceptyk
schedule,harmonogram
schema,schemat
scheme,schemat
schism,schizma
schizophrenic,schizofreniczny
scholarship,stypendium
scholar,uczony
scholastic,scholastyczny
school,szkoła
sciencefiction,sciencefiction
science,nauka
scissors,nożyce
sclerosis,skleroza
scoff,szydzić
scold,nakrzyczeć
scone,rożek
scoop,szufelka
scoot,wiać
scope,zakres
scorch,przypiekać
score,wynik
scorn,pogarda
scorpion,skorpion
scourge,biczować
scour,przeszukać
scout,zwiadowca
scowl,groźne spojrzenie
scrabble,bazgrać
scramble,wdrapywać się
scrape,zeskrobać
scrap,złom
scratch,zadraśnięcie
scrawl,bazgranina
scream,krzyk
screech,pisk
screen,ekran
screenplay,scenariusz
screw,wkręt
scribble,bazgrać
scribe,skryba
script,scenariusz
scripture,pismo
scroll,zwój
scrub,zarośla
scruff,kark
scrupulous,skrupulatny
scrutiny,badanie
scuba,nurkowanie
scud,pomknąć
scuffle,bójka
scuff,zdzierać
sculpt,rzeźbić
scum,szumowiny
scurry,pędzić
scuttle,właz
seal,foka
sea,morze
seam,szew
search,szukaj
sear,przypalić
seasoning,przyprawa
season,pora roku
seat,siedzenie
secession,secesja
seclude,izolować
second,druga
seconded,oddelegowany
secondhand,z drugiej ręki
seconds,sekundy
secrecy,tajność
secretariat,sekretariat
secretary,sekretarz
secrete,wydzielać
secret,sekret
sectarian,sekciarski
section,sekcja
sector,sektor
sect,sekta
secular,świecki
secure,bezpieczne
sedan,sedan
sedate,stateczny
sedentary,siedzący
sediment,osad
seduce,uwieść
seductive,uwodzicielski
seed,nasionko
seedy,wytarty
seek,szukać
seem,wydać się
seep,przesączać
seethe,wrzeć
see,widzieć
segment,człon
segregate,segregować
seismic,sejsmiczny
seize,chwycić
seizure,napad
seldom,rzadko
select,wybierz
self,samego siebie
sell,sprzedać
semantic,semantyczny
semblance,pozór
semen,sperma
semester,semestr
seminal,nasienny
seminar,seminarium
semiotic,semiotyczna
semi,pół
senate,senat
senator,senator
send,wysłać
senile,starczy
senior,senior
sensation,uczucie
sense,sens
senses,rozsądek
sensible,rozsądny
sensitive,wrażliwy
sensitize,uczulić
sensor,czujnik
sensory,sensoryczny
sensual,zmysłowy
sensuous,zmysłowy
sentence,zdanie
sentencing,skazanie
sentiment,sentyment
sentinel,strażnik
sentry,wartownik
separate,oddzielny
september,wrzesień
septic,septyczny
sequel,dalszy ciąg
sequence,sekwencja
sequester,izolować
sera,surowice
serene,spokojny
serf,poddany
sergeant,sierżant
serial,seryjny
series,seria
serious,poważny
sermon,kazanie
serotonin,serotoniny
serpent,wąż
serum,serum
serve,obsługiwać
service,usługa
sesame,sezam
session,sesja
settee,kanapa
settle,rozstrzygać
set,zestaw
seven,siedem
several,kilka
severe,ciężki: silny
sever,zerwać
sewage,ścieki
sewer,kanał ściekowy
sew,szyć
sex,seks
shabby,brudny
shack,buda
shackle,jarzmo
shade,cień
shadow,cień
shaft,wał
shaggy,kudłaty
shag,kudły
shah,szach w persji
shake,potrząsnąć
shale,łupek ilasty
shallot,szalotka
shallow,płycizna
shall,powinien
shaman,szaman
shamble,powłóczyć nogami
shame,wstyd
shampoo,szampon
sham,pozorny
shank,cholewka
shanty,rudera
shape,kształt
shard,czerep
share,dzielić
shark,rekin
sharp,ostry
shatter,roztrzaskać
shave,golić się
shawl,szal
sheaf,plik
shear,ścinanie
sheathe,okryć
sheath,osłona
shed,budka
sheen,połysk
sheepish,zakłopotany
sheep,owca
sheer,zwykły
sheet,arkusz
sheikh,szejk
shelf,półka
shell,muszla
shelter,schron
she,ona
shepherd,pasterz
sheriff,szeryf
sherry,sherry
shied,shied
shield,tarcza
shift,zmiana
shiite,szyita szyicki
shilling,szyling
shimmer,migotać
shine,blask
shingle,gont
shin,piszczel
ship,statek
shirt,koszula
shiver,dreszcz
shoal,płycizna
shock,zaszokować
shoddy,buble
shoe,but
shoot,strzelać
shoplift,okradać sklepy
shop,sklep
shore,wybrzeże
shortcoming,niedociągnięcie
shortcut,skrót
shortfall,niedobór
shorthand,stenografia
short,krótki
shortly,wkrótce
shorts,spodenki
shoulder,ramię
should,powinien
shout,krzyczeć
shovel,łopata
shove,pchnięcie
showbiz,Pokaż biz
showdown,odkrycie kart
shower,prysznic
show,pokazać
shrapnel,szrapnel
shred,strzęp
shrewd,sprytny
shriek,wrzask
shrill,przenikliwy
shrimp,krewetka
shrine,świątynia
shrink,kurczyć się
shroud,osłona
shrub,krzew
shrug,wzruszać ramionami
shudder,dreszcz
shuffle,człapać
shunt,bocznica
shun,unikać
shutter,migawka
shuttle,czółenko
shut,zamknąć
shy,nieśmiały
sibling,rodzeństwo
sick,chory
sickle,sierp
sic,sic!
sideboard,kredens
side,bok
sideline,linia autowa
sidle,przemknąć się ukradkiem
siege,oblężenie
sieve,sito
sift,przesiać
sight,widok
sigh,westchnienie
sigma,sigma
signal,sygnał
signatory,sygnatariusz
signature,podpis
significance,znaczenie
significant,znaczący
signify,oznaczać
sign,znak
silence,cisza
silent,cichy
silhouette,sylwetka
silica,krzemionka
silicon,krzem
silk,jedwab
sill,próg
silly,głupi
silt,muł
silver,srebro
similar,podobny
simmer,dusić
simple,prosty
simplicity,prostota
simplistic,uproszczony
simulate,symulować
simultaneous,jednoczesny
since,od
sincere,szczery
sine,sinus
sinew,ścięgno
single,pojedynczy
sin,grzech
sing,śpiewać
singular,pojedynczy
sinister,złowrogi
sink,tonąć
sinus,Zatoka
siphon,syfon
sip,łyk
siren,syrena
sire,rozpłodnik
sir,pan
sis,sis
sister,siostra
sitcom,komedia sytuacyjna
site,teren
sit,siedzieć
situation,sytuacja
six,sześć
sizeable,pokaźny
size,rozmiar
sizzle,trzask
skate,łyżwa
skeletal,szkieletowy
skeleton,szkielet
sketch,naszkicować
sketchy,szkicowy
skewer,szpikulec
skew,krzywy
skid,poślizg
skill,umiejętność
skim,przejrzeć
skimp,skąpić
ski,narty
skinhead,skinhead
skinny,chudy
skin,skóra
skipper,szyper
skip,pominąć
skirmish,potyczka
skirted,fartuchem bocznym
skirt,spódnica
skull,czaszka
sky,niebo
slab,płyta
slack,luźny
slacks,spodnie
slag,żużel
slalom,slalom
slam,zatrzasnąć
slander,oszczerstwo
slang,gwara
slant,skos
slap,policzkować
slash,ciąć
slate,łupek
slat,listwa
slaughter,ubój
slave,niewolnik
slay,zabić
sleaze,sleaze
sledge,sanki
sleek,gładki
sleep,sen
sleet,śnieg z deszczem
sleeve,rękaw
slender,smukły
slew,obrót
slice,plasterek
slick,przysiek
slide,ślizgać się
slight,niewielki
slime,szlam
slim,szczupły
sling,temblak
slink,poroniony płód
slipper,pantofel
slippery,śliski
slip,poślizg
slither,pośliznąć się
slit,szczelina
sliver,drzazga
slogan,hasło reklamowe
slog,walić
slope,nachylenie
slop,pomyje
slot,otwór
slouch,ciamajda
slow,powolny
sludge,osad
sluggish,powolny
slug,ślimak
slumber,sen
slump,kryzys
slum,slums
slur,oszczerstwo obelga
slurry,papka
slut,chlapa
sly,chytry
smack,uderzyć
small,mały
smallpox,ospa
smarted,smarted
smart,mądry
smash,rozbić
smear,rozmaz
smell,zapach
smelted,wytapiano
smile,uśmiech
smirk,uśmiech (ironiczny)
smite,porazić
smog,smog
smoke,palić
smooth,gładki
smother,udusić
smoulder,tlić się
smudge,plama
smuggle,przemycać
smug,kołtuński
snack,przekąska
snag,szkopuł
snail,ślimak
snake,wąż
snap,kłapnięcie
snapshot,migawka
snare,sidła
snarl,warczenie
snatch,urywek
sneak,skradać się
sneer,szydzić
sneeze,kichnięcie
sniff,wąchać
snipe,bekas
snip,fantastyczna okazja
snippet,skrawek
snob,snob
snoop,podejrzeć
snore,chrapać
snort,parsknięcie
snout,pysk
snow,śnieg
snub,odkosz
snuff,tabaka
snuggle,tulić się
snug,przytulny
soak,moczyć
soap,mydło
soar,szybować
sober,trzeźwy
sob,szloch
soccer,piłka nożna
sociable,towarzyski
socialise,uspołecznić
socialism,socjalizm
socialist,socjalista
social,społeczny
society,społeczeństwo
socioeconomic,socjoekonomiczny
sociology,socjologia
socket,gniazdo elektryczne
sock,skarpetka
soda,soda
sodden,rozmokły
sodium,sód
sofa,sofa
soft,miękki
software,oprogramowanie
soggy,rozmoczony
soiled,zabrudzoną
soil,gleba
sojourn,pobyt
solace,pocieszenie
solar,słoneczny
solder,lutować
soldier,żołnierz
solemn,uroczysty
sole,podeszwa
soles,podeszwy
solicitor,adwokat
solicit,zabiegać
solidarity,solidarność
solid,solidny
solitary,samotny
solitude,samotność
solo,solo
soluble,rozpuszczalny
solution,rozwiązanie
solvent,rozpuszczalnik
solve,rozwiązać
somersault,salto
some,trochę
somewhat,nieco
sonar,sonar
sonata,sonata
song,piosenka
sonic,dźwiękowy
sonnet,sonet
son,syn
soon,wkrótce
soothe,łagodzić
soot,sadza
sophisticated,wyrafinowany
sophistication,sofistyka
soprano,sopran
sorcerer,czarownik
sordid,brudny
sore,ból
sorrow,smutek
sorry,przepraszam
sorted,sortowych
sortie,wypad wojsk oblężonych
sort,sortować
soul,dusza
sound,dźwięk
soundly,mocno
soup,zupa
source,źródło
sour,kwaśny
southern,południowy
south,południe
souvenir,pamiątka
sovereign,suwerenny
so,więc
sow,siać
soy,soja
space,przestrzeń
spade,łopata
spaghetti,spaghetti
spam,spam
spank,zbić
span,zakres
spar,boksować
spare,zapasowy
spark,iskra
sparkle,blask
sparrow,wróbel
sparse,rzadki
spasm,skurcz
spa,spa
spate,wezbranie wód
spatial,przestrzenny
spatter,rozprysk
spawn,ikra
speak,mówić
spear,włócznia
special,specjalny
species,gatunki
specific,konkretny
specify,sprecyzować
specimen,okaz
speckle,łata
speck,plamka
spectacle,spektakl
spectacular,spektakularny
spectator,widz
spectra,Widma
spectre,widmo
spectroscopy,spektroskopia
spectrum,widmo
speculate,spekulować
speech,przemówienie
speed,prędkość
speedway,żużel
spell,zaklęcie
spend,wydać
sperm,sperma
spew,rzygać
sphere,kula
spice,przyprawa
spider,pająk
spike,kolec
spill,rozlanie
spinach,szpinak
spindle,wrzeciono
spine,kręgosłup
spin,obracać
spinster,stara panna
spiral,spirala
spire,iglica
spirit,duch
spite,złość
spit,pluć
splash,pluśnięcie
splatter,bryzg
splay,pochylenie
spleen,śledziona
splendid,wspaniały
splendour,splendor
splice,splatać
splinter,drzazga
split,rozdzielać
spoil,zepsuć
spokes,szprychy
sponge,gąbka
sponsor,sponsor
spontaneity,spontaniczność
spontaneous,spontaniczny
spook,zjawa
spool,szpula
spoon,łyżka
sporadic,sporadyczny
spore,zarodnik
sported,zastosowano
sport,sport
spot,miejsce
spouse,małżonka
spout,rynna
sprain,zwichnięcie
sprawl,rozwalać się
spray,rozpylać
spread,rozpiętość
spreadsheet,arkusz
spree,hulanka
sprig,gałązka
springer,skoczek
spring,wiosna
sprinkle,posypać
sprint,sprint
sprout,kiełkować
spruce,świerk
spurious,fałszywy
spurn,pogardzać
spur,ostroga
spurt,zryw
spy,szpieg
squabble,sprzeczka
squad,drużyna
squadron,eskadra
squalor,brud
squander,zmarnować
square,plac
squash,zdusić
squat,kucać
squawk,skrzek
squeak,pisk
squeal,pisk
squeeze,ściskać
squid,kałamarnica
squint,mrużyć np. oczy
squire,dziedzic obywatel ziemski (w Anglii)
squirm,skręcać się
squirrel,wiewiórka
squirt,tryskać
stables,stajnie
stable,stabilny
stab,zasztyletować
stack,stos
stadium,stadion
staff,personel
stage,etap
stagger,chwiać się na nogach
stag,jeleń (dorosły byk)
stagnant,zastały
stagnate,stać
stain,plama
staircase,klatka schodowa
stairs,schody
stairwell,klatka schodowa
stake,stawka
stalemate,pat
stale,nieświeży
stalk,łodyga
stallion,ogier
stall,stoisko
stalwart,rosły
stamina,wytrzymałość
stammer,jąkanie się
stamp,znaczek
stance,postawa
standard,standard
stand,stoisko
stanza,zwrotka
staple,zszywka
starboard,sterburta
starch,skrobia
stare,gapić się
star,gwiazda
stark,sztywny
starling,szpak
startle,przestraszyć
start,początek
starve,głodować
stash,chować na potem
stately,dostojny
states,stany
state,stan
static,statyczny
stationary,nieruchomy
stationer,sprzedawca artykułów papierniczych
station,stacja
statistic,statystyczny
statue,statua
stature,wzrost
status,status
statute,statut
staunch,zagorzały
stave,klepka
stay,zostać
steadfast,niezłomny
stead,stead
steady,stały
steak,stek
stealth,podstęp
steal,ukraść
steamer,parowiec
steam,parowy
steel,stal
steeped,przesiąknięta
steep,stromy
steer,sterować
stellar,gwiezdny
stem,trzon
stench,smród
stencil,szablon
stent,stent
step,krok
stepmother,macocha
stereo,stereofoniczny
stereotype,stereotyp
sterile,jałowy
sterling,szterling
stern,rufa
steroid,steryd
steward,steward
stew,gulasz
stick,kij
sticky,lepki
stiff,sztywny
stifle,zdusić
stigma,piętno
stigmatise,piętnować
still,nadal
stimulant,środek pobudzający
stimulate,stymulować
stimulus,bodziec
sting,żądło
stink,smród
stint,skąpić
stipend,zasiłek
stipulate,zastrzec
stir,wymieszać
stitch,szew
stockbroker,makler giełdowy
stocking,pończocha
stockpile,robić zapasy żywności
stocky,krępy
stock,zbiory
stoic,stoicki
stoke,palić w piecu
stomach,żołądek
stomp,tupać
stone,złóg
stool,stołek
stoop,pochylenie
stop,zatrzymać
store,sklep
storey,piętro
storm,burza
story,fabuła
stout,gruby
stove,kuchenka
stow,schować
straddle,stanąć rozkrakiem
straggle,porozchodzić się
straightforward,bezpośredni
straight,proste
strain,odcedzić
strait,bełt
stranded,na mieliźnie
strand,pasmo
strange,dziwne
strangle,udusić
strap,pasek
strata,warstwa
strategy,strategia
stratify,rozwarstwiać
stratosphere,stratosfera
strawberry,truskawka
straw,słoma
stray,zabłąkany
streak,smuga
streamer,serpentyna
streamline,opływowy
stream,strumień
street,ulica
strength,siła
strenuous,forsowne
stress,naprężenie
stretcher,nosze
stretch,rozciągać
strew,obsypać
stricken,dotknięty
strict,ścisły
stricture,zwężenie
stride,krok
strident,ostry
strife,walka
strike,strajk
stringent,przekonywający
string,strunowy
stripe,naszywka
strip,rozebrać się
strive,starać się
stroke,uderzenie
stroll,przechadzka
stronghold,twierdza
strong,silny
structure,struktura
struggle,borykać się
strut,rozpora
stubble,ściernisko
stubborn,uparty
stub,kikut
stucco,stiuk
student,student
studio,studio
stud,stadnina
study,nauka
stuffed,nadziewany
stuff,rzeczy
stuffy,nadąsany
stumble,potknąć się
stump,kikut
stun,oszołomić
stunted,skarłowaciały
stunt,wyczyn
stupid,głupi
sturdy,silny
stutter,jąkanie
style,styl
subconscious,podświadomy
subcontract,podkontrakt
subdivide,dzielić na mniejsze części
subdue,pokonać
subjected,poddano
subjective,subiektywny
subject,przedmiot
subjugate,ujarzmiać
sublime,wzniosły
submarine,łódź podwodna
submerge,zanurzać
submission,zgłoszenie
submissive,uległy
submit,zatwierdź
subordinate,podrzędny
subpoena,wezwanie sądowe
subscribe,subskrybuj
subsequent,kolejny
subservient,służalczy
subside,zapadać
subsidiary,pomocniczy
subsidy,subsydium
subsist,istnieć
substance,substancja
substantial,znaczny
substantiate,uzasadniać
substantive,rzeczownik
substitute,zastąpić
substrate,podłoże
subsume,zaliczać do klasy
subterranean,podziemny
subtitle,podtytuł
subtle,subtelny
subtlety,subtelność
subtract,odejmować
suburb,przedmieście
subversive,wywrotowy
subvert,obalić
subway,metro
succeed,osiągnąć sukces
succession,sukcesja
success,sukces
succinct,zwięzły
succulent,soczysty
succumb,ulec
such,taki
sucker,przyssawka
suckle,karmić piersią
suck,ssać
suction,ssanie
sudden,nagły
suede,zamsz
sued,pozwany
suffer,ponieść
suffice,wystarczać
sufficiency,dostateczność
sufficient,wystarczający
suffocate,dusić
suffrage,prawo wyborcze
suffuse,oblać
sugar,cukier
suggest,sugerować
suicide,samobójstwo
suite,zestaw
suit,garnitur
suitor,konkurent
sulk,dąsać się
sullen,ponury
sulphur,siarka
sultan,sułtan
sultry,duszny
summary,podsumowanie
summer,lato
summit,szczyt
summon,wezwać
sumptuous,wystawny
sum,suma
sunday,niedziela
sundry,rozmaity
sunflower,słonecznik
sun,słońce
superb,wspaniały
supercomputer,superkomputer
superconducting,nadprzewodzących
superficial,powierzchowny
superfluous,zbędny
superimpose,nakładać
superintendent,superintendent
superior,lepszy
supernatural,nadprzyrodzony
supernova,supernowa
supersede,zastąpić
superstition,zabobon
superstitious,przesądny
supervise,nadzorować
super,wspaniały
supper,kolacja
supplant,wypierać
supple,giętki
supplement,suplement
supply,dostawa
support,wsparcie
suppose,przypuszczać
supposition,przypuszczenie
suppress,stłumić
supra,supra
supremacy,zwierzchnictwo
supreme,najwyższy
surcharge,dopłata
sure,pewnie
surface,powierzchnia
surf,surfować
surgeon,chirurg
surge,przypływ
surgery,operacja
surgical,chirurgiczny
surmise,domysł
surmount,przezwyciężać
surname,nazwisko
surpass,przewyższać
surplus,nadwyżka
surprise,niespodzianka
surreal,surrealistyczne
surrender,poddanie się
surreptitious,ukradkowy
surrogate,zastępcza
surround,otaczać
surveillance,inwigilacja
survey,ankieta
survive,przetrwać
susceptible,podatny
suspect,posądzać
suspend,zawieszać
suspense,niepewność
suspicion,podejrzenie
sustain,ponieść
sustenance,utrzymanie
swab,wymaz
swagger,wywyższać się
swallow,łyk
swamp,bagno
swan,łabędź
swap,zamiana
swarm,rój
swastika,swastyka
swathe,owinąć
swat,pacnięcie
sway,kołysać
swear,przysięgać
sweater,sweter
sweat,pocić się
sweatshirt,bluza
sweep,zamiatać
sweet,słodkie
swell,puchnąć
swerve,zboczenie
swift,szybki
swig,haust
swim,pływać
swindle,oszustwo
swine,wieprz
swing,huśtawka
swipe,trzepnąć zamachnąć zwinąć
swirl,wirować
swish,śmigać
switch,przełącznik
swivel,obracać
swoon,omdlenie
swoop,dosiadanie
sword,miecz
sycamore,jawor
syllable,sylaba
syllabus,konspekt
symbol,symbol
symmetry,symetria
sympathy,współczucie
symphony,symfonia
symposium,sympozjum
symptom,objaw
synagogue,synagoga
synapse,synapsy
synchronize,synchronizować
syndicate,konsorcjum
syndrome,zespół
synergy,synergia
synod,synod
synonym,synonim
syntactic,syntaktyczny
syntax,składnia
synthesis,synteza
synthetic,syntetyczny
syphilis,syfilis
syringe,strzykawka
syrup,syrop
systemic,układowy
system,system
tableau,żywy obraz
tablespoon,łyżka
table,stół
tablet,tablet
tabloid,tabletka
taboo,tabu
tab,patka
tabulate,tabularyzować
tacit,milczący
tack,hals
tackle,sprzęt
tacky,lepki
tactic,taktyka
tactile,dotykowy
tact,takt
tad,berbeć
tadpole,kijanka
tag,etykietka
tail,ogon
tailor,dostosować
taint,skaza
take,brać
talent,talent
tale,opowieść
talk,rozmowa
tall,wysoki
tally,zestawienie
talon,talon
tame,oswojony
tamper,majstrować
tan,dębnik
tandem,tandem
tangent,tangens
tangible,namacalny
tangle,splot
tango,tango
tang,posmak
tanker,zbiornikowiec
tank,zbiornik
tantalise,tantalise
tantamount,równoznaczny
tantrum,furia
taper,stożek
tapestry,gobelin
tape,taśma
tap,kran
target,cel
tariff,taryfa
tarmac,asfalt
tarnish,plamić
tar,smoła
tartan,tartan
tart,tarta
task,zadanie
taste,smak
tatter,rozbić
tattoo,tatuaż
taunt,kpina
taut,napięty
tavern,tawerna
tawny,opalony
taxi,taxi
taxonomy,taksonomia
tax,podatek
teach,nauczać
tea,herbata
teak,tek
team,zespół
tearful,płaczliwy
tear,łza
tease,droczyć się
technicality,techniczny szczegół
technical,techniczny
technician,technik
technique,technika
technocrat,technokrata
technology,technologia
tectonic,architektoniczny
teddy,miś
tedious,nudny
teem,lać jak z cebra
teenage,nastolatek
teen,nastolatek
teeter,huśtawka
tee,trójnik
telecom,telecom
telegram,telegram
telegraph,telegraf
telephone,telefon
telescope,teleskop
television,telewizja
teller,narrator
tell,powiedzieć
temperament,temperament
temperance,wstrzemięźliwość
temperate,umiarkowany
temperature,temperatura
tempered,hartowane
temper,hartować
tempest,nawałnica
template,szablon
temple,świątynia
temporal,czasowy
temporary,chwilowy
tempo,tempo
tempt,kusić
tenable,możliwy do utrzymania
tenacious,wytrwały
tenacity,wytrwałość
tenant,najemca
tender,delikatny
tendered,przetargi
tendon,ścięgno
tendril,wąs
ten,dziesięć
tend,zmierzać
tenement,kamienica
tenet,dogmat
tennis,tenis
tenor,tenor
tense,czas
tentacle,macka
tentative,niepewny
tent,namiot
tenuous,cieniutki
tenure,tenuta
terminal,terminal
terminate,zakończyć
terminology,terminologia
terminus,stacja końcowa
termite,termit
term,semestr
tern,rybitwa
terrace,taras
terracotta,terakota
terrain,teren
terrestrial,ziemski
terrible,straszny
terrier,terier
terrific,przerażający
terrify,przerazić
territory,terytorium
terror,terror
terse,lakoniczny
tertiary,trzeciorzędny trzeciorzędowy
testament,testament
testicle,jądro (u mężczyzny)
testify,świadczyć
testimonial,zaświadczenie
testimony,świadectwo
testosterone,testosteron
test,test
tether,pęta
textile,włókienniczy
text,tekst
texture,tekstura
thank,podziękować
than,niż
thatch,strzecha
that,że
thaw,odwilż
theatre,teatr
theft,kradzież
theme,motyw
then,następnie
theologian,teolog
theological,teologiczny
theology,teologia
theorem,twierdzenie
theoretical,teoretyczny
theorise,teoretyzować
theory,teoria
therapeutic,terapeutyczny
therapy,terapia
thereafter,odtąd
thereby,a tym samym
therefore,w związku z tym
therein,w nim
thereof,tego
there,tam
thermal,termiczny
thermodynamic,termodynamiczny
thermometer,termometr
thermostat,termostat
thesis,praca dyplomowa
they,one
thicket,gąszcz
thick,gruby
thief,złodziej
thigh,udo
thin,cienki
thing,rzecz
think,myśleć
thirst,pragnienie
thirteen,trzynaście
thirty,trzydzieści
thistle,oset
this,to
thorn,cierń
thoroughbred,rasowy
thorough,dokładny
thoroughfare,przejście
though,chociaż
thousand,tysiąc
thou,ty
thrall,niewolnik jeniec
thrash,prać
thread,wątek
threat,zagrożenie
threesome,trójka
three,trzy
threshold,próg
thrift,oszczędność
thrill,dreszczyk
thrive,prosperować
throat,gardło
throb,pulsować
throes,throes
throne,tron
throng,tłum
throttle,przepustnica
through,przez
throw,rzucać
thrush,drozd
thrust,pchnięcie
th,th
thud,walić
thug,bandyta
thumb,kciuk
thump,uderzenie
thunder,grzmot
thursday,czwartek
thus,a zatem
thwart,udaremniać
thyme,tymianek
thyroid,tarczyca
ticket,bilet
tick,kleszcz
tickle,łaskotać
tide,fala
tidy,uporządkowane
tier,poziom
tie,wiązanie
tiger,tygrys
tight,mocno
tile,dachówka
till,do
tilled,uprawiane
tiller,rumpel
tilt,przechylenie
timber,drzewny
time,czas
timid,nieśmiały
tin,cyna
tinge,odcień
tingle,swędzić
tinker,majstrować
tinkle,brzęk
tint,odcień
tiny,malutki
tip,wskazówka
tire,opona
tiresome,nieznośny
tissue,papierowa chusteczka
titanium,tytan
titan,tytan
tit,cycek
title,tytuł
toad,ropucha
toast,toast
tobacco,tytoń
today,dzisiaj
toddle,dreptać
to,do
toe,palec u nogi
together,razem
toilet,toaleta
toil,trud
token,znak
tolerance,tolerancja
tolerant,tolerancyjny
tolerate,tolerować
toll,myto
tomato,pomidor
tomb,grób
tome,dla mnie
tomography,tomografia
tomorrow,jutro
tone,ton
tong,tong
tongue,język
tonic,tonik
tonight,dzisiejszej nocy
ton,tona
tool,narzędzie
tooth,ząb
too,zbyt
topaz,topaz
topic,temat
topography,topografia
topple,przewracać się
top,top
torch,pochodnia
torment,dręczyć
tornado,tornado
torpedo,torpeda
torque,moment obrotowy
torrent,potok
torso,tułów
tortilla,tortilla
tortoise,żółw
tort,tort
torture,torturować
toss,podrzucenie
total,całkowity
totalitarian,totalitarny
tot,brzdąc
tote,dźwigać
totem,totem
totter,kiwać się
touch,dotknąć
touchy,drażliwy
tough,twardy
tournament,zawody
tour,wycieczka
tousle,tarmosić
tout,naganiacz
toward,w kierunku
towel,ręcznik
tower,wieża
tow,holowniczy
town,miasto
toxic,toksyczny
toxin,toksyna
toy,zabawka
trace,ślad
track,tor
traction,trakcja
tractor,ciągnik
tract,traktat
trade,handel
tradition,tradycja
trafficked,przemycanych
traffic,ruch drogowy
tragedy,tragedia
tragic,tragiczny
trailer,zwiastun filmu
trail,ślad
train,pociąg
trait,cecha
traitor,zdrajca
trajectory,trajektoria
trample,deptać
tramp,tramp
tram,tramwajowy
trance,trans
tranquil,cichy
transact,przeprowadzać transakcję
transatlantic,transatlantycki
transcend,przekroczyć
transcribe,rozpisać
transcript,transkrypcja
transducer,transduktor
transfer,transfer
transfix,przebić
transform,przekształcać
transfuse,przetaczać
transgress,przekraczać
transient,przejściowy
transistor,tranzystor
transition,przejście
transit,tranzyt
translate,tłumaczyć
translucent,przeświecający
transmit,przekazać
transnational,ponadnarodowa
transparency,przezroczystość
transparent,przezroczysty
transpire,transpirować
transplant,przeszczep
transport,transport
transpose,transponować
trans,trans
transverse,poprzeczny
trappings,parada
trap,pułapka
trash,śmieci
traumatise,traumatise
trauma,uraz
travel,podróżować
traverse,trawers
trawl,włók
tray,taca
treachery,zdrada
tread,stąpać
treason,zdrada
treasure,skarb
treatise,rozprawa naukowa (traktat)
treat,leczyć
treaty,traktat
treble,potroić
tree,drzewo
trek,wędrówka
trellis,krata
tremble,drżeć
tremendous,ogromny
tremor,drżenie
trench,rów
trend,tendencja
trendy,modny
trepidation,drżenie
trespass,wykroczenie
triad,triada
trial,próba
triangle,trójkąt
tribe,plemię
tribunal,trybunał
tribune,trybuna
tribute,hołd
trickle,sączyć
trick,sztuczka
trifle,drobiazg
trigger,cyngiel
trillion,kwintylion
trill,tryl
trilogy,trylogia
trim,trym
trinity,trójca
trio,trio
tripartite,trójstronny
triple,potroić
triplet,tryplet
tripod,statyw
trip,wycieczka
triumph,zwycięstwo
trivia,drobnostki
trivial,trywialny
trolley,wózek
troll,troll
trooper,policjant
troop,stado
trophy,trofeum
tropics,kraje tropikalne
trot,kłus
trouble,kłopot
trough,koryto
troupe,trupa
trousers,spodnie
trout,pstrąg
truant,nieobecny
truce,rozejm
truck,ciężarówka
trudge,brnąć
